CustomerKey;FullName;Sex;BirthDate;Age;YearlyIncome;TotalChildren;City;CountryRegionName;DateFirstPurchase
13850;Anthony Thompson;Male;1978-02-13;46;40000,00;0;Beverly Hills;United States;2023-06-03
13851;Seth Moore;Male;1978-01-05;46;40000,00;0;Port Hammond;Canada;2023-11-11
13852;Ian Robinson;Male;1978-08-01;46;50000,00;0;N. Vancouver;Canada;2023-11-28
13853;Connor Zhang;Male;1979-04-17;45;50000,00;0;Newton;Canada;2023-12-13
13854;Kyle Parker;Male;1979-05-09;45;50000,00;1;Chula Vista;United States;2022-07-24
13855;Sarah Washington;Female;1984-08-02;40;50000,00;1;Colma;United States;2022-07-22
13856;Ian Scott;Male;1976-09-20;48;40000,00;4;Lincoln Acres;United States;2022-07-12
13857;Victoria Thompson;Female;1976-12-02;48;60000,00;1;Woodburn;United States;2023-12-10
13858;Melanie Richardson;Female;1982-03-14;42;60000,00;1;San Diego;United States;2023-08-10
13859;Kristin Deng;Female;1976-08-30;48;60000,00;1;Burlingame;United States;2023-12-24
13860;Olivia Watson;Female;1978-05-09;46;40000,00;1;Haney;Canada;2023-02-01
13861;Hailey Rogers;Female;1983-09-08;41;60000,00;1;Renton;United States;2023-07-30
13862;Andrew Walker;Male;1978-06-03;46;60000,00;1;Bellflower;United States;2022-07-23
13863;Kevin Long;Male;1977-07-18;47;60000,00;1;Berkeley;United States;2023-09-08
13864;Robin Torres;Female;1983-10-19;41;60000,00;1;Berkeley;United States;2023-07-06
13865;Mariah Foster;Female;1977-12-21;47;70000,00;2;Novato;United States;2022-07-31
13866;Mya Butler;Female;1978-02-13;46;70000,00;2;San Diego;United States;2022-08-13
13867;Luke Griffin;Male;1976-03-25;48;50000,00;1;Lynnwood;United States;2023-06-01
13868;Shelby Morris;Female;1976-01-10;48;60000,00;1;Salem;United States;2023-03-24
13869;Anna Morgan;Female;1974-08-09;50;50000,00;1;Burlingame;United States;2023-11-02
13870;Jonathan Clark;Male;1975-01-18;49;50000,00;2;Lebanon;United States;2022-08-25
13871;Sarah Gonzales;Female;1980-09-28;44;50000,00;2;Palo Alto;United States;2022-08-07
13872;Alyssa Henderson;Female;1974-12-23;50;60000,00;1;Marysville;United States;2023-02-01
13873;Russell Jai;Male;1977-02-07;47;70000,00;3;Concord;United States;2022-08-05
13874;Alyssa Bryant;Female;1986-05-22;38;60000,00;1;Grossmont;United States;2023-07-24
13875;Samantha Williams;Female;1975-05-20;49;60000,00;1;El Cajon;United States;2024-01-24
13876;Sebastian Murphy;Male;1975-02-08;49;60000,00;1;Chula Vista;United States;2023-07-11
13877;Adam Lal;Male;1974-02-16;50;60000,00;2;Lakewood;United States;2022-08-21
13878;Sebastian Gray;Male;1974-01-01;50;60000,00;2;Oak Bay;Canada;2023-12-15
13879;Derrick Hernandez;Male;1974-03-08;50;60000,00;2;Bellflower;United States;2023-09-08
13880;Marshall Kumar;Male;1973-09-12;51;60000,00;2;Burien;United States;2023-07-07
13881;Jasmine Wood;Female;1979-05-04;45;60000,00;2;Yakima;United States;2023-08-27
13882;Mariah Russell;Female;1973-04-14;51;40000,00;0;Imperial Beach;United States;2022-08-12
13883;Brandon Lal;Male;1972-10-14;52;40000,00;0;Long Beach;United States;2022-08-18
13884;Jada Rogers;Female;1972-11-28;52;40000,00;0;Bellingham;United States;2022-08-09
13885;Brian Howard;Male;1981-05-04;43;70000,00;3;Tacoma;United States;2022-07-31
13886;Rachel Taylor;Female;1976-03-25;48;70000,00;4;Colma;United States;2022-08-13
13887;Nathan Scott;Male;1981-10-08;43;80000,00;2;Spring Valley;United States;2022-09-10
13888;Ian Brown;Male;1984-05-01;40;70000,00;2;Everett;United States;2023-10-29
13889;Robert Martin;Male;1972-02-07;52;60000,00;0;Lebanon;United States;2022-09-14
13890;Jennifer Carter;Female;1977-09-12;47;60000,00;0;Beaverton;United States;2022-09-11
13891;Aaron Simmons;Male;1972-06-05;52;60000,00;0;Lakewood;United States;2023-05-07
13892;Spencer Diaz;Male;1977-11-21;47;60000,00;0;Milwaukie;United States;2022-08-29
13893;Dalton Carter;Male;1983-02-07;41;70000,00;4;Beaverton;United States;2023-06-19
13894;Robyn Ruiz;Female;1974-08-25;50;70000,00;5;Bremerton;United States;2022-09-01
13895;Isabella Brooks;Female;1975-06-24;49;70000,00;5;Bremerton;United States;2022-09-17
13896;Hailey Mitchell;Female;1980-10-06;44;70000,00;5;Burien;United States;2022-10-11
13897;Carol Washington;Male;1975-05-24;49;70000,00;5;Burien;United States;2022-10-23
13898;Richard Baker;Male;1986-04-06;38;70000,00;5;Corvallis;United States;2022-10-19
13899;Cameron Jones;Male;1986-02-10;38;70000,00;5;Olympia;United States;2023-04-13
13900;Isaac Campbell;Male;1985-10-07;39;70000,00;5;Olympia;United States;2023-04-19
13901;Oscar Foster;Male;1975-04-20;49;70000,00;5;W. Linn;United States;2023-06-11
13902;Jeremiah Simmons;Male;1974-09-15;50;70000,00;5;Concord;United States;2023-07-12
13903;Elijah Hernandez;Male;1975-05-27;49;80000,00;2;El Cajon;United States;2022-09-29
13904;Natalie Thompson;Female;1980-03-05;44;80000,00;2;Imperial Beach;United States;2022-10-24
13905;Christian Henderson;Male;1980-03-03;44;80000,00;3;La Jolla;United States;2022-10-25
13906;Courtney Evans;Female;1976-06-21;48;40000,00;0;Olympia;United States;2022-10-06
13907;Misty Xie;Female;1976-02-19;48;80000,00;3;Bremerton;United States;2022-10-21
13908;Alyssa Diaz;Female;1971-01-17;53;80000,00;3;Cliffside;Canada;2023-05-07
13909;Riley Price;Female;1970-07-21;54;80000,00;3;Haney;Canada;2023-05-05
13910;Isabelle Butler;Female;1976-03-05;48;80000,00;3;Sedro Woolley;United States;2022-10-06
13911;Andrea Kelly;Female;1970-11-23;54;80000,00;3;Seattle;United States;2022-09-30
13912;Caroline Simmons;Female;1976-03-16;48;80000,00;3;Coronado;United States;2022-11-06
13913;Angela Rogers;Female;1971-03-18;53;80000,00;4;Berkeley;United States;2023-07-08
13914;Abigail Bell;Female;1970-04-22;54;40000,00;0;Chula Vista;United States;2023-04-26
13915;Allison King;Female;1975-10-18;49;50000,00;4;Glendale;United States;2022-11-17
13916;Eduardo Ward;Male;1981-05-24;43;50000,00;4;Westminster;Canada;2023-12-14
13917;Samuel Allen;Male;1969-08-16;55;50000,00;4;Novato;United States;2022-11-27
13918;Armando Blanco;Male;1970-01-02;54;50000,00;4;Burnaby;Canada;2023-12-16
13919;Grace Smith;Female;1929-10-21;95;70000,00;1;Glendale;United States;2024-01-04
13920;Amanda Rogers;Female;1969-09-18;55;50000,00;4;Sooke;Canada;2023-04-07
13921;Joseph Jones;Male;1974-05-07;50;60000,00;4;Concord;United States;2023-10-04
13922;Jackson Foster;Male;1974-05-03;50;60000,00;4;Salem;United States;2023-11-14
13923;Steven Howard;Male;1973-09-22;51;60000,00;0;Grossmont;United States;2023-04-10
13924;Hannah Hall;Female;1979-03-10;45;60000,00;0;San Diego;United States;2023-06-28
13925;Wyatt Barnes;Male;1974-10-08;50;60000,00;0;Redwood City;United States;2022-10-31
13926;Dalton Hill;Male;1969-01-20;55;60000,00;0;Ballard;United States;2023-05-05
13927;Gabriel Gonzales;Male;1969-06-06;55;60000,00;0;Bellflower;United States;2022-11-19
13928;Nathaniel Morris;Male;1969-01-18;55;60000,00;3;Tacoma;United States;2023-12-11
13929;Robert Hayes;Male;1967-09-03;57;40000,00;3;Lake Oswego;United States;2024-01-27
13930;Samantha Coleman;Female;1973-02-14;51;70000,00;1;W. Linn;United States;2023-10-28
13931;Luke Hernandez;Male;1973-07-01;51;70000,00;1;Redmond;United States;2023-07-29
13932;Timothy Sanchez;Male;1972-12-09;52;40000,00;4;El Cajon;United States;2023-11-06
13933;Isabella Richardson;Female;1966-12-10;58;60000,00;1;Torrance;United States;2023-02-26
13934;Luis Young;Male;1976-10-13;48;40000,00;4;Issaquah;United States;2023-12-06
13935;Kimberly Sanchez;Female;1971-12-21;53;40000,00;4;Oakland;United States;2023-03-02
13936;Nathan Wilson;Male;1973-01-08;51;70000,00;0;Langley;Canada;2023-05-23
13937;Victoria Ware;Female;1984-03-19;40;70000,00;0;Milwaukie;United States;2023-08-05
13938;Alejandro Cai;Male;1973-02-03;51;60000,00;0;Bellflower;United States;2022-11-27
13939;Eduardo Ramirez;Male;1972-09-16;52;60000,00;0;Burbank;United States;2022-11-20
13940;Emma Simmons;Female;1973-02-13;51;60000,00;0;Long Beach;United States;2023-08-08
13941;Brittany Hayes;Female;1977-05-24;47;60000,00;1;Port Hammond;Canada;2023-05-03
13942;Seth Long;Male;1965-10-06;59;60000,00;1;Downey;United States;2023-03-07
13943;Kelly Bryant;Female;1971-09-30;53;60000,00;1;Los Angeles;United States;2023-09-04
13944;Andrew Moore;Male;1966-01-29;58;60000,00;1;Newton;Canada;2023-02-06
13945;Yolanda Luo;Female;1966-02-11;58;60000,00;1;Bellingham;United States;2023-03-15
13946;Jason Powell;Male;1965-01-22;59;60000,00;4;Portland;United States;2024-01-14
13947;Megan Hughes;Female;1965-05-14;59;70000,00;1;Oregon City;United States;2022-12-05
13948;Susan Ma;Female;1964-08-28;60;80000,00;2;Berkeley;United States;2022-12-10
13949;Dwayne Ramos;Male;1965-03-12;59;80000,00;2;Berkeley;United States;2022-12-25
13950;Meredith Hernandez;Female;1963-09-16;61;70000,00;5;Bellingham;United States;2023-09-27
13951;Dylan Hughes;Male;1935-04-05;89;60000,00;1;Spokane;United States;2023-09-26
13952;Franklin Ye;Male;1980-07-05;44;90000,00;1;Melton;Australia;2023-09-05
13953;Theresa Munoz;Female;1980-03-17;44;100000,00;1;Newcastle;Australia;2022-07-13
13954;Eddie Ramos;Male;1984-09-16;40;60000,00;2;Hawthorne;Australia;2023-07-09
13955;Andres Raji;Male;1975-08-08;49;90000,00;2;Wollongong;Australia;2022-07-07
13956;Dawn Ma;Female;1974-04-11;50;70000,00;5;Silverwater;Australia;2023-08-11
13957;Meredith Munoz;Female;1978-11-24;46;60000,00;2;Caloundra;Australia;2022-07-18
13958;Diane Martin;Female;1973-04-13;51;70000,00;5;Warrnambool;Australia;2022-07-02
13959;Ebony Carlson;Female;1974-11-20;50;120000,00;1;Melton;Australia;2022-07-04
13960;Lacey Kumar;Female;1973-01-01;51;70000,00;5;Silverwater;Australia;2022-07-12
13961;Shawna Raji;Female;1971-11-05;53;80000,00;5;Sunbury;Australia;2023-10-01
13962;Dawn Li;Female;1971-11-06;53;80000,00;5;Springwood;Australia;2023-02-20
13963;Veronica Patel;Female;1972-05-27;52;80000,00;5;Hobart;Australia;2023-05-01
13964;Jasmine Lewis;Female;1971-08-18;53;90000,00;0;Sydney;Australia;2022-07-08
13965;Barry Sara;Male;1977-02-22;47;90000,00;0;Hervey Bay;Australia;2022-07-27
13966;Darren Dominguez;Male;1971-10-02;53;90000,00;0;Darlinghurst;Australia;2022-07-12
13967;Glenn Zhang;Male;1970-07-23;54;60000,00;3;Warrnambool;Australia;2022-07-07
13968;Lydia Sai;Female;1970-10-23;54;60000,00;3;St. Leonards;Australia;2022-07-19
13969;Roy Martinez;Male;1979-02-07;45;70000,00;0;Gold Coast;Australia;2023-09-20
13970;Pedro Rana;Male;1973-10-15;51;70000,00;0;Hawthorne;Australia;2022-07-09
13971;Bianca Zhao;Female;1973-12-05;51;70000,00;0;Hervey Bay;Australia;2022-07-27
13972;Eugene Liang;Male;1970-09-30;54;70000,00;0;Perth;Australia;2023-10-11
13973;Bethany Shan;Female;1969-11-30;55;60000,00;3;Cloverdale;Australia;2022-07-17
13974;Tina Chandra;Female;1970-03-25;54;60000,00;4;Milsons Point;Australia;2022-07-18
13975;Johnny Raje;Male;1975-03-24;49;60000,00;4;Hobart;Australia;2022-08-23
13976;Emmanuel Smith;Male;1973-11-13;51;100000,00;2;Bremerton;United States;2022-12-24
13977;Alexandra Brown;Female;1973-07-18;51;100000,00;2;Issaquah;United States;2022-11-28
13978;Zoe Peterson;Female;1973-11-08;51;100000,00;3;Renton;United States;2022-12-20
13979;Chloe Jenkins;Female;1984-09-30;40;40000,00;0;Puyallup;United States;2022-12-05
13980;Margaret Liu;Female;1985-03-17;39;30000,00;0;Beverly Hills;United States;2023-04-21
13981;Joy Carlson;Female;1949-12-10;75;10000,00;5;Hobart;Australia;2023-05-05
13982;Clarence Chander;Male;1949-09-18;75;20000,00;3;North Sydney;Australia;2023-03-14
13983;Logan Collins;Male;1949-12-03;75;20000,00;4;Port Macquarie;Australia;2023-03-08
13984;Adrian Richardson;Male;1984-09-04;40;60000,00;0;San Diego;United States;2022-12-09
13985;Alexis Wood;Female;1984-10-21;40;60000,00;0;Spring Valley;United States;2023-04-22
13986;Chloe Anderson;Female;1985-04-23;39;60000,00;0;Spring Valley;United States;2022-01-08
13987;Eduardo Collins;Male;1984-05-04;40;40000,00;0;Langley;Canada;2023-12-24
13988;Miguel White;Male;1984-05-09;40;40000,00;0;Newton;Canada;2023-07-28
13989;Chloe Bradley;Female;1983-07-17;41;40000,00;0;Burien;United States;2023-03-19
13990;Stephanie Wood;Female;1983-09-23;41;40000,00;0;Salem;United States;2022-01-16
13991;Jack Hayes;Male;1983-09-05;41;40000,00;0;Sedro Woolley;United States;2023-11-02
13992;Gregory Xie;Male;1983-12-04;41;60000,00;0;Burlingame;United States;2022-01-04
13993;Zachary Patterson;Male;1984-02-21;40;60000,00;0;Burlingame;United States;2022-01-07
13994;Isaac Cook;Male;1952-01-14;72;30000,00;2;Sydney;Australia;2022-08-11
13995;Michele Black;Female;1952-12-07;72;20000,00;4;Melbourne;Australia;2023-05-15
13996;Marie Perez;Female;1958-09-04;66;20000,00;4;North Ryde;Australia;2023-05-15
13997;Raquel Hernandez;Female;1952-11-20;72;30000,00;2;Perth;Australia;2022-08-07
13998;Ethan Martin;Male;1954-04-22;70;10000,00;2;Cranbourne;Australia;2023-02-04
13999;Elijah Gonzales;Male;1984-02-14;40;70000,00;0;Oakland;United States;2022-01-25
14000;Terry Sharma;Male;1982-10-24;42;40000,00;0;Beaverton;United States;2023-07-27
14001;Hunter Hill;Male;1983-01-23;41;40000,00;0;Beaverton;United States;2023-08-08
14002;Jacqueline Reed;Female;1983-04-26;41;30000,00;0;Burien;United States;2023-03-15
14003;Angel Ramirez;Male;1983-04-04;41;30000,00;0;Portland;United States;2022-01-17
14004;Caitlin Kelly;Female;1982-10-11;42;60000,00;0;Daly City;United States;2023-08-26
14005;Noah Hughes;Male;1982-11-10;42;70000,00;0;Redwood City;United States;2022-02-23
14006;Brianna Walker;Female;1983-03-27;41;70000,00;0;San Carlos;United States;2022-02-04
14007;Rebekah Garcia;Female;1960-08-22;64;10000,00;2;Coffs Harbour;Australia;2022-08-11
14008;Karen Liu;Female;1955-01-11;69;10000,00;2;Geelong;Australia;2023-02-12
14009;Brandy Prasad;Female;1960-09-01;64;20000,00;2;Seaford;Australia;2023-10-14
14010;Thomas Moore;Male;1956-02-02;68;30000,00;3;Melton;Australia;2022-08-12
14011;Roger Shen;Male;1956-05-07;68;30000,00;3;St. Leonards;Australia;2022-08-06
14012;Eddie Vazquez;Male;1972-02-05;52;40000,00;2;Townsville;Australia;2022-08-25
14013;Jimmy Blanco;Male;1962-08-07;62;30000,00;3;Hobart;Australia;2023-05-06
14014;Leslie Serrano;Female;1962-09-23;62;30000,00;3;Lane Cove;Australia;2023-05-20
14015;Kurt Lal;Male;1956-10-16;68;30000,00;3;Sunbury;Australia;2023-06-04
14016;Mary Sandidge;Male;1956-07-13;68;30000,00;3;Milsons Point;Australia;2023-07-23
14017;Chloe Rodriguez;Female;1986-05-22;38;60000,00;0;San Diego;United States;2022-01-29
14018;Nina Rai;Female;1957-07-01;67;30000,00;3;Bendigo;Australia;2023-10-05
14019;Kathleen Romero;Female;1958-01-18;66;30000,00;3;Cranbourne;Australia;2023-07-29
14020;Kristine Dominguez;Female;1959-12-18;65;80000,00;2;South Melbourne;Australia;2022-08-27
14021;Michelle Richardson;Female;1981-05-01;43;30000,00;0;Kirkland;United States;2023-05-10
14022;Taylor Lee;Female;1980-12-02;44;30000,00;0;Marysville;United States;2022-02-11
14023;Beth Carlson;Female;1981-04-13;43;30000,00;0;Concord;United States;2022-02-17
14024;Hannah Moore;Female;1981-06-21;43;60000,00;0;Oakland;United States;2022-02-23
14025;Robert Alexander;Male;1985-03-14;39;30000,00;0;Seattle;United States;2022-01-29
14026;Chloe Butler;Female;1979-10-29;45;30000,00;0;Renton;United States;2022-02-11
14027;Carlos Perez;Male;1978-11-10;46;70000,00;0;Tacoma;United States;2023-08-07
14028;Patricia Srini;Female;1979-01-09;45;70000,00;0;Bellingham;United States;2023-07-19
14029;Christina Morris;Female;1982-02-19;42;60000,00;0;Lake Oswego;United States;2024-01-28
14030;Lawrence Sanz;Male;1961-04-19;63;80000,00;2;Warrnambool;Australia;2022-08-24
14031;Ruben Suarez;Male;1966-02-13;58;80000,00;2;Newcastle;Australia;2022-08-18
14032;Arthur Chandra;Male;1961-07-06;63;70000,00;2;Silverwater;Australia;2022-08-04
14033;Melinda Torres;Female;1968-02-16;56;80000,00;2;Findon;Australia;2022-08-17
14034;Dennis Liang;Male;1969-04-04;55;130000,00;0;North Sydney;Australia;2023-07-23
14035;Hunter Hughes;Male;1979-01-30;45;80000,00;0;Imperial Beach;United States;2023-07-27
14036;Amanda Torres;Female;1979-12-25;45;60000,00;0;Oregon City;United States;2022-03-19
14037;Lydia Sara;Female;1979-10-20;45;60000,00;0;Berkeley;United States;2022-03-23
14038;Madison Foster;Female;1965-05-21;59;130000,00;0;Sydney;Australia;2022-08-10
14039;Nathan Wang;Male;1970-09-15;54;160000,00;0;Sunbury;Australia;2022-08-14
14040;Stephanie Morris;Female;1968-05-08;56;80000,00;2;El Cajon;United States;2023-06-12
14041;Danielle Bell;Female;1968-03-30;56;80000,00;2;Westminster;Canada;2023-05-04
14042;Stephanie Adams;Female;1962-07-01;62;60000,00;2;Yakima;United States;2023-12-12
14043;Mary Gonzalez;Female;1962-08-28;62;60000,00;2;Portland;United States;2023-03-05
14044;Thomas Wright;Male;1963-01-11;61;70000,00;2;Oakland;United States;2022-03-24
14045;Tanya Ramos;Female;1972-10-02;52;80000,00;5;Brisbane;Australia;2022-08-10
14046;Cheryl Sanz;Female;1972-12-01;52;90000,00;4;Melton;Australia;2022-08-08
14047;Linda Alvarez;Female;1968-04-13;56;70000,00;1;Wollongong;Australia;2022-07-31
14048;Wyatt Mitchell;Male;1967-10-01;57;60000,00;1;Bendigo;Australia;2022-08-17
14049;Gina Hernandez;Female;1968-03-06;56;60000,00;1;Gold Coast;Australia;2022-07-31
14050;Manuel Lopez;Male;1971-11-13;53;100000,00;0;Cloverdale;Australia;2022-08-08
14051;Nathaniel Rivera;Male;1982-10-08;42;100000,00;0;Hobart;Australia;2022-08-08
14052;Jorge Ma;Male;1977-06-22;47;110000,00;0;Rockhampton;Australia;2023-01-30
14053;Tamara Huang;Female;1977-09-13;47;110000,00;0;St. Leonards;Australia;2023-02-06
14054;Reginald Martin;Male;1965-10-08;59;60000,00;1;Warrnambool;Australia;2023-11-29
14055;Alejandro Kumar;Male;1965-12-31;59;60000,00;1;Rhodes;Australia;2022-08-09
14056;Nelson Sanz;Male;1965-10-25;59;60000,00;1;Bendigo;Australia;2023-05-09
14057;Lance Alonso;Male;1965-05-23;59;90000,00;1;North Ryde;Australia;2023-09-04
14058;Johnny Anand;Male;1976-06-10;48;70000,00;0;Brisbane;Australia;2022-08-06
14059;Rodney Ramos;Male;1976-12-18;48;80000,00;5;Melbourne;Australia;2023-03-17
14060;Cedric Sharma;Male;1971-05-27;53;80000,00;5;Melbourne;Australia;2023-03-13
14061;Naomi Torres;Female;1970-12-30;54;80000,00;5;St. Leonards;Australia;2023-02-27
14062;Madison Clark;Female;1970-01-15;54;70000,00;0;Hervey Bay;Australia;2022-08-19
14063;Patrick Sands;Female;1975-08-05;49;70000,00;0;Matraville;Australia;2022-08-16
14064;Stacey Li;Female;1969-12-07;55;70000,00;0;Townsville;Australia;2022-08-27
14065;Samuel Diaz;Male;1969-01-23;55;70000,00;0;Gold Coast;Australia;2022-08-06
14066;Melody Jimenez;Female;1968-05-22;56;60000,00;1;Geelong;Australia;2022-08-21
14067;Larry Sanz;Male;1967-10-18;57;70000,00;5;Melbourne;Australia;2023-04-11
14068;Brent McDonald;Male;1967-12-02;57;70000,00;5;North Sydney;Australia;2023-05-02
14069;Joy Serrano;Female;1973-02-17;51;70000,00;5;North Sydney;Australia;2023-08-27
14070;Ricky Alonso;Male;1964-05-09;60;90000,00;2;South Melbourne;Australia;2022-08-17
14071;Jack Li;Male;1964-05-26;60;90000,00;2;Rockhampton;Australia;2022-08-13
14072;Allen Smith;Male;1962-09-21;62;80000,00;1;Caloundra;Australia;2023-07-23
14073;Gabriel Alexander;Male;1940-10-24;84;30000,00;2;Geelong;Australia;2023-02-13
14074;Barbara Xu;Female;1954-12-05;70;10000,00;2;Gold Coast;Australia;2023-05-12
14075;Robert Harris;Male;1982-05-20;42;30000,00;0;La Jolla;United States;2023-04-23
14076;Justin Ross;Male;1981-08-26;43;30000,00;0;Beaverton;United States;2023-05-03
14077;Bryan Townsend;Male;1981-10-11;43;30000,00;0;Royal Oak;Canada;2023-08-01
14078;Ryan Alexander;Male;1981-05-22;43;40000,00;0;Haney;Canada;2023-01-18
14079;Lauren Price;Female;1981-09-11;43;40000,00;0;Metchosin;Canada;2023-01-28
14080;Cynthia Srini;Female;1981-11-16;43;40000,00;0;Beaverton;United States;2022-03-18
14081;Nicole Butler;Female;1985-10-04;39;30000,00;0;Oakland;United States;2022-03-22
14082;Johnny Jai;Male;1985-11-03;39;30000,00;0;Beaverton;United States;2023-12-14
14083;Nathan Lopez;Male;1986-05-03;38;30000,00;0;Kirkland;United States;2022-03-12
14084;Robert Lal;Male;1985-11-03;39;30000,00;0;Haney;Canada;2023-05-04
14085;Nathan Garcia;Male;1985-08-30;39;30000,00;0;Issaquah;United States;2023-04-24
14086;Maurice Chander;Male;1951-08-20;73;10000,00;5;Brisbane;Australia;2023-10-22
14087;Harold Garcia;Male;1942-11-02;82;40000,00;2;Townsville;Australia;2023-02-08
14088;Alexandra Lopez;Female;1983-11-22;41;30000,00;0;Woodburn;United States;2022-03-12
14089;Kaitlyn Gray;Female;1984-04-07;40;40000,00;0;El Cajon;United States;2022-03-10
14090;Jennifer Lewis;Female;1983-04-15;41;30000,00;0;Daly City;United States;2023-04-30
14091;Logan Thomas;Male;1983-02-10;41;30000,00;0;N. Vancouver;Canada;2023-01-31
14092;Maurice Nath;Male;1983-05-24;41;30000,00;0;Bellingham;United States;2023-09-08
14093;Jillian Arthur;Female;1982-10-17;42;30000,00;0;Beverly Hills;United States;2023-08-23
14094;Amanda Russell;Female;1982-11-07;42;40000,00;0;West Covina;United States;2023-04-26
14095;Paige Griffin;Female;1982-03-10;42;40000,00;0;National City;United States;2022-04-29
14096;Samuel Green;Male;1985-02-16;39;30000,00;0;Royal Oak;Canada;2023-06-11
14097;Johnathan Srini;Male;1985-03-25;39;40000,00;0;Ballard;United States;2023-07-25
14098;Allison Lopez;Female;1984-10-21;40;40000,00;0;Issaquah;United States;2022-04-11
14099;Rafael Lin;Male;1945-05-23;79;40000,00;2;Port Macquarie;Australia;2023-03-17
14100;Alisha Xu;Female;1952-05-15;72;40000,00;2;Sunbury;Australia;2023-06-12
14101;Franklin Lal;Male;1948-03-10;76;40000,00;2;Newcastle;Australia;2022-08-27
14102;Lisa Huang;Female;1947-08-27;77;60000,00;2;North Ryde;Australia;2022-08-16
14103;Monique Blanco;Female;1949-04-04;75;40000,00;2;Port Macquarie;Australia;2022-08-03
14104;Sydney James;Female;1982-02-14;42;40000,00;0;Downey;United States;2022-04-02
14105;Jackson Zhang;Male;1982-06-03;42;40000,00;0;Lincoln Acres;United States;2022-04-06
14106;Melissa Hughes;Female;1981-07-12;43;40000,00;0;Oakland;United States;2022-04-26
14107;Alexandra Garcia;Female;1981-01-20;43;40000,00;0;Haney;Canada;2023-03-19
14108;Thomas Yang;Male;1980-10-04;44;40000,00;0;N. Vancouver;Canada;2023-04-08
14109;Aidan Gonzales;Male;1980-02-20;44;30000,00;0;San Diego;United States;2022-04-28
14110;Dakota Simmons;Male;1978-12-09;46;60000,00;0;Langley;Canada;2023-04-23
14111;Michael Anderson;Male;1978-05-22;46;70000,00;0;Oregon City;United States;2023-07-31
14112;Charles Sanchez;Male;1978-05-06;46;70000,00;0;Colma;United States;2022-05-04
14113;Natalie Lopez;Female;1977-10-20;47;70000,00;0;Walla Walla;United States;2023-05-07
14114;Chloe Martin;Female;1977-07-06;47;70000,00;0;Coronado;United States;2024-01-28
14115;Samantha Gonzales;Female;1983-06-01;41;80000,00;0;Corvallis;United States;2022-05-06
14116;Brianna Torres;Female;1973-08-17;51;80000,00;0;Sedro Woolley;United States;2022-05-22
14117;Emma Cook;Female;1974-04-22;50;80000,00;0;Yakima;United States;2022-05-26
14118;Elizabeth Ross;Female;1978-07-10;46;100000,00;1;Royal Oak;Canada;2023-04-30
14119;Paige Cooper;Female;1972-12-08;52;110000,00;0;Langley;Canada;2023-04-24
14120;Gabrielle Cooper;Female;1972-12-14;52;120000,00;0;Berkeley;United States;2022-05-22
14121;Devon Goel;Male;1973-01-09;51;130000,00;0;Bremerton;United States;2022-05-29
14122;Kaitlyn Miller;Female;1953-02-09;71;80000,00;5;Long Beach;United States;2023-04-16
14123;Erick Mehta;Male;1985-06-09;39;10000,00;0;East Brisbane;Australia;2023-03-21
14124;Justin Li;Male;1986-03-11;38;10000,00;0;Goulburn;Australia;2023-04-28
14125;Shane Gonzalez;Male;1983-11-16;41;10000,00;0;Findon;Australia;2022-08-20
14126;Andy Dominguez;Male;1984-04-11;40;10000,00;0;Sunbury;Australia;2023-02-27
14127;Lacey Zhang;Female;1981-08-07;43;10000,00;0;Caloundra;Australia;2022-08-12
14128;Ian Harris;Male;1984-07-19;40;10000,00;1;Rockhampton;Australia;2022-08-13
14129;Monica Martinez;Female;1985-04-16;39;20000,00;0;Silverwater;Australia;2022-08-01
14130;Rebekah Serrano;Female;1984-09-10;40;20000,00;0;Malabar;Australia;2022-08-03
14131;Javier Navarro;Male;1984-02-13;40;20000,00;0;Coffs Harbour;Australia;2022-08-08
14132;Brandon Ross;Male;1982-07-20;42;10000,00;1;Sunbury;Australia;2022-08-16
14133;Ricardo Kumar;Male;1983-05-16;41;20000,00;0;Hervey Bay;Australia;2022-08-11
14134;Cassandra Fernandez;Female;1982-12-11;42;20000,00;0;Cloverdale;Australia;2022-08-01
14135;Clayton Xie;Male;1949-02-06;75;20000,00;1;Roncq;France;2023-04-18
14136;Louis She;Male;1948-10-02;76;20000,00;2;Saint-Denis;France;2023-05-23
14137;Joy Ruiz;Female;1949-04-04;75;20000,00;2;Bottrop;Germany;2021-06-27
14138;Vincent He;Male;1949-04-14;75;20000,00;2;Kassel;Germany;2021-06-05
14139;Meredith Sai;Female;1966-09-22;58;30000,00;4;Kiel;Germany;2021-06-30
14140;Meagan Sai;Female;1967-01-05;57;30000,00;4;Paderborn;Germany;2021-06-06
14141;Ana Bryant;Female;1965-12-09;59;10000,00;1;Villeneuve-d'Ascq;France;2022-02-19
14142;Damien Zheng;Male;1966-03-13;58;10000,00;1;Bonn;Germany;2023-10-29
14143;Jill Sandoval;Female;1971-03-10;53;20000,00;1;London;United Kingdom;2023-04-12
14144;Lee Gutierrez;Male;1965-04-09;59;10000,00;1;Cergy;France;2023-10-25
14145;Jessie Ye;Male;1964-08-14;60;10000,00;1;Paris;France;2023-02-06
14146;Toni Sara;Female;1965-01-18;59;20000,00;2;Gateshead;United Kingdom;2021-04-19
14147;Marcus Rivera;Male;1963-09-14;61;30000,00;1;Bottrop;Germany;2021-07-30
